class, age, sex, result
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
first,adu,m,surv
first,adu,m,surv
first,adu,m,surv
first,adu,m,surv
first,adu,m,surv
first,adu,m,surv
first,adu,m,surv
first,adu,m,surv
first,adu,m,surv
first,adu,m,surv
first,adu,m,surv
first,adu,m,surv
first,adu,m,surv
first,adu,m,surv
first,adu,m,surv
first,adu,m,surv
first,adu,m,surv
first,adu,m,surv
first,adu,m,surv
first,adu,m,surv
first,adu,m,surv
first,adu,m,surv
first,adu,m,surv
first,adu,m,surv
first,adu,f,surv
first,adu,f,surv
first,adu,f,surv
first,adu,f,surv
first,adu,f,surv
first,adu,f,surv
first,adu,f,surv
first,adu,f,surv
first,adu,f,surv
first,adu,f,surv
first,adu,f,surv
first,adu,f,surv
first,adu,f,surv
first,adu,f,surv
first,adu,f,surv
first,adu,f,surv
first,adu,f,surv
first,adu,f,surv
first,adu,f,surv
first,adu,f,surv
first,adu,f,surv
first,adu,f,surv
first,adu,f,surv
first,adu,f,surv
first,adu,f,surv
first,adu,f,surv
first,adu,f,surv
first,adu,f,surv
first,adu,f,surv
first,adu,f,surv
first,adu,f,surv
first,adu,f,surv
first,adu,f,surv
first,adu,f,surv
first,adu,f,surv
first,adu,f,surv
first,adu,f,surv
first,adu,f,surv
first,adu,f,surv
first,adu,f,surv
first,enf,m,surv
second,adu,m,surv
second,adu,m,surv
second,adu,m,surv
second,adu,m,surv
second,adu,m,surv
second,adu,m,surv
second,adu,m,surv
second,adu,f,surv
second,adu,f,surv
second,adu,f,surv
second,adu,f,surv
second,adu,f,surv
second,adu,f,surv
second,adu,f,surv
second,adu,f,surv
second,adu,f,surv
second,adu,f,surv
second,adu,f,surv
second,adu,f,surv
second,adu,f,surv
second,adu,f,surv
second,adu,f,surv
second,adu,f,surv
second,adu,f,surv
second,adu,f,surv
second,adu,f,surv
second,adu,f,surv
second,adu,f,surv
second,adu,f,surv
second,adu,f,surv
second,adu,f,surv
second,adu,f,surv
second,adu,f,surv
second,adu,f,surv
second,enf,m,surv
second,enf,m,surv
second,enf,m,surv
second,enf,m,surv
second,enf,f,surv
second,enf,f,surv
second,enf,f,surv
second,enf,f,surv
second,enf,f,surv
third,adu,m,surv
third,adu,m,surv
third,adu,m,surv
third,adu,m,surv
third,adu,m,surv
third,adu,m,surv
third,adu,m,surv
third,adu,m,surv
third,adu,m,surv
third,adu,m,surv
third,adu,m,surv
third,adu,m,surv
third,adu,m,surv
third,adu,m,surv
third,adu,m,surv
third,adu,m,surv
third,adu,f,surv
third,adu,f,surv
third,adu,f,surv
third,adu,f,surv
third,adu,f,surv
third,adu,f,surv
third,adu,f,surv
third,adu,f,surv
third,adu,f,surv
third,adu,f,surv
third,adu,f,surv
third,adu,f,surv
third,adu,f,surv
third,adu,f,surv
third,adu,f,surv
third,adu,f,surv
third,adu,f,surv
third,adu,f,surv
third,adu,f,surv
third,adu,f,surv
third,adu,f,surv
third,adu,f,surv
third,adu,f,surv
third,adu,f,surv
third,adu,f,surv
third,adu,f,surv
third,adu,f,surv
third,adu,f,surv
third,adu,f,surv
third,enf,m,surv
third,enf,m,surv
third,enf,m,surv
third,enf,m,surv
third,enf,m,surv
third,enf,m,surv
third,enf,m,surv
third,enf,f,surv
third,enf,f,surv
third,enf,f,surv
third,enf,f,surv
third,enf,f,surv
third,enf,f,surv
third,enf,f,surv
third,enf,f,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,m,surv
crew,adu,f,surv
crew,adu,f,surv
crew,adu,f,surv
crew,adu,f,surv
crew,adu,f,surv
crew,adu,f,surv
crew,adu,f,surv
first,adu,m,mort
first,adu,m,mort
first,adu,m,mort
first,adu,m,mort
first,adu,m,mort
first,adu,m,mort
first,adu,m,mort
first,adu,m,mort
first,adu,m,mort
first,adu,m,mort
first,adu,m,mort
first,adu,m,mort
first,adu,m,mort
first,adu,m,mort
first,adu,m,mort
first,adu,m,mort
first,adu,m,mort
first,adu,m,mort
first,adu,m,mort
first,adu,m,mort
first,adu,m,mort
first,adu,m,mort
first,adu,m,mort
first,adu,m,mort
first,adu,m,mort
first,adu,m,mort
first,adu,m,mort
first,adu,m,mort
first,adu,m,mort
first,adu,m,mort
first,adu,m,mort
first,adu,m,mort
first,adu,m,mort
first,adu,m,mort
first,adu,m,mort
first,adu,m,mort
first,adu,m,mort
first,adu,m,mort
first,adu,m,mort
first,adu,m,mort
first,adu,f,mort
first,adu,f,mort
first,adu,f,mort
first,adu,f,mort
second,adu,m,mort
second,adu,m,mort
second,adu,m,mort
second,adu,m,mort
second,adu,m,mort
second,adu,m,mort
second,adu,m,mort
second,adu,m,mort
second,adu,m,mort
second,adu,m,mort
second,adu,m,mort
second,adu,m,mort
second,adu,m,mort
second,adu,m,mort
second,adu,m,mort
second,adu,m,mort
second,adu,m,mort
second,adu,m,mort
second,adu,m,mort
second,adu,m,mort
second,adu,m,mort
second,adu,m,mort
second,adu,m,mort
second,adu,m,mort
second,adu,m,mort
second,adu,m,mort
second,adu,m,mort
second,adu,m,mort
second,adu,m,mort
second,adu,m,mort
second,adu,m,mort
second,adu,m,mort
second,adu,m,mort
second,adu,m,mort
second,adu,m,mort
second,adu,m,mort
second,adu,m,mort
second,adu,m,mort
second,adu,m,mort
second,adu,m,mort
second,adu,m,mort
second,adu,m,mort
second,adu,m,mort
second,adu,m,mort
second,adu,m,mort
second,adu,m,mort
second,adu,m,mort
second,adu,f,mort
second,adu,f,mort
second,adu,f,mort
second,adu,f,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,m,mort
third,adu,f,mort
third,adu,f,mort
third,adu,f,mort
third,adu,f,mort
third,adu,f,mort
third,adu,f,mort
third,adu,f,mort
third,adu,f,mort
third,adu,f,mort
third,adu,f,mort
third,adu,f,mort
third,adu,f,mort
third,adu,f,mort
third,adu,f,mort
third,adu,f,mort
third,adu,f,mort
third,adu,f,mort
third,adu,f,mort
third,adu,f,mort
third,adu,f,mort
third,adu,f,mort
third,adu,f,mort
third,adu,f,mort
third,adu,f,mort
third,adu,f,mort
third,enf,m,mort
third,enf,m,mort
third,enf,m,mort
third,enf,m,mort
third,enf,m,mort
third,enf,m,mort
third,enf,m,mort
third,enf,m,mort
third,enf,m,mort
third,enf,m,mort
third,enf,m,mort
third,enf,m,mort
third,enf,m,mort
third,enf,m,mort
third,enf,m,mort
third,enf,f,mort
third,enf,f,mort
third,enf,f,mort
third,enf,f,mort
third,enf,f,mort
third,enf,f,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
crew,adu,m,mort
